description,hashtag,tag_accounts,description_Emoji,description_Language,description_Translated,clean_text,Hobby,Skincare_Treatment,Work_Event,Fitness,Lifestyle_Health,Shop_Business_Advertisement,Beauty_Makeup,Travel_Celebrations,Food,Life_Happiness,dominant_topic,polarity,neg,neu,pos,compound
"Budget 2023 will continue to invest in skills upgrading for our workers and provide more support to encourage the hiring of lower-wage workers and senior workers.

Visit go.gov.sg/budget-2023 to learn more.
#SGBudget2023",#SGBudget2023,,,en,"Budget 2023 will continue to invest in skills upgrading for our workers and provide more support to encourage the hiring of lower-wage workers and senior workers.

Visit go.gov.sg/budget-2023 to learn more.
#SGBudget2023",budget  continu invest skill upgrad worker provid support encourag hire lower wage worker senior worker visit    budget  learn sgbudget,0.0,0.0,0.49,0.0,0.0,0.1,0.0,0.0,0.28,0.11,1,"{'neg': 0.1, 'neu': 0.776, 'pos': 0.123, 'compound': 0.128}",0.1,0.776,0.123,0.128
"🎈🎉🎁 It’s our birthday! 🙌🏼🎂😋
.
We’re SO happy to have shared a year of stories, contests, exclusive #bts and more with you 💛
.
Thank you for celebrating life in Singapore with us 😘🇸🇬 Stay tuned for more!!
.
Know anyone whose birthday is also 1st May? 😆🎉🍰 Give a shout out and we’ll wish them HBD too!
.
.
.
#blessed #anniversary #govsg #cakeday #itsmybirthday #oneyearold #sgig #igsg #maybaby #birthday #lego #minifigs #stopmotion #oneyearolderoneyearwiser #birthdaywish",#bts #blessed #anniversary #govsg #cakeday #itsmybirthday #oneyearold #sgig #igsg #maybaby #birthday #lego #minifigs #stopmotion #oneyearolderoneyearwiser #birthdaywish,,"flag: Singapore, balloon, birthday cake, yellow heart, grinning squinting face, face blowing a kiss, wrapped gift, party popper, raising hands: medium-light skin tone, shortcake, face savoring food",en," Its our birthday! 
.
Were SO happy to have shared a year of stories, contests, exclusive #bts and more with you 
.
Thank you for celebrating life in Singapore with us  Stay tuned for more!!
.
Know anyone whose birthday is also 1st May?  Give a shout out and well wish them HBD too!
.
.
.
#blessed #anniversary #govsg #cakeday #itsmybirthday #oneyearold #sgig #igsg #maybaby #birthday #lego #minifigs #stopmotion #oneyearolderoneyearwiser #birthdaywish",birthday happi share year stori contest exclus  thank celebr life singapor  stay tune know anyon whose birthday also   give shout well wish   bless anniversari govsg cakeday itsmybirthday oneyearold sgig igsg maybabi birthday lego minifig stopmot oneyearolderoneyearwis birthdaywish,0.06,0.0,0.0,0.28,0.36,0.0,0.0,0.11,0.0,0.18,2,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8834}",0.0,0.722,0.278,0.8834
"With the enhanced Assurance Package, families like Mdm Kayel’s will get more support for their daily expenses, such as with utility bills and groceries.

Find out how you can benefit from the Budget 2023 measures at go.gov.sg/budget-2023",,,,en,"With the enhanced Assurance Package, families like Mdm Kayels will get more support for their daily expenses, such as with utility bills and groceries.

Find out how you can benefit from the Budget 2023 measures at go.gov.sg/budget-2023",enhanc assur packag famili like  kayel  support daili expens util bill groceri find benefit budget  measur    budget ,0.01,0.01,0.01,0.9,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.802}",0.0,0.631,0.369,0.802
"To help local companies stay globally competitive, Budget 2023 will provide a wide range of support to enhance productivity, foster innovation and attract investments.

Visit go.gov.sg/budget-2023 to learn more.
#SGBudget2023",#SGBudget2023,,,en,"To help local companies stay globally competitive, Budget 2023 will provide a wide range of support to enhance productivity, foster innovation and attract investments.

Visit go.gov.sg/budget-2023 to learn more.
#SGBudget2023",help local compani stay global competit budget  provid wide rang support enhanc product foster innov attract invest visit    budget  learn sgbudget,0.01,0.01,0.01,0.33,0.01,0.01,0.01,0.01,0.01,0.63,8,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.7845}",0.0,0.695,0.305,0.7845
"How will we better support families, children and seniors to foster an inclusive society, with opportunities and assurance through life?

Find out more at go.gov.sg/presidents-address-2023

#PresidentsAddress2023",#PresidentsAddress2023,,,en,"How will we better support families, children and seniors to foster an inclusive society, with opportunities and assurance through life?

Find out more at go.gov.sg/presidents-address-2023

#PresidentsAddress2023",better support famili children senior foster inclus societi opportun assur life find    presid address  presidentsaddress,0.01,0.01,0.27,0.01,0.01,0.01,0.46,0.01,0.01,0.2,6,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",0.0,0.699,0.301,0.6808
"@mfa_sg has been creating opportunities for Singapore to play a key role in addressing pressing global issues, and meeting the needs of Singaporeans overseas. Find out more here ⬆️ #COS2023 Infographics: @mfa_sg",#COS2023,@mfa_sg @mfa_sg,up arrow,en,"@mfa_sg has been creating opportunities for Singapore to play a key role in addressing pressing global issues, and meeting the needs of Singaporeans overseas. Find out more here  #COS2023 Infographics: @mfa_sg",creat opportun singapor play  role address press global issu meet need singaporean oversea find  infograph ,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.34}",0.0,0.854,0.146,0.34
"#ForwardSG Have some ideas on how we can build a better Singapore together? Scroll through to see what some young Singaporeans had to say at the REACH-Friendzone engagement ⬆️

Join the conversation: www.forwardsingapore.gov.sg

@reachsg",#ForwardSG,@reachsg,up arrow,en,"#ForwardSG Have some ideas on how we can build a better Singapore together? Scroll through to see what some young Singaporeans had to say at the REACH-Friendzone engagement 

Join the conversation: www.forwardsingapore.gov.sg

@reachsg", forwardsg idea build better singapor togeth scroll  young singaporean  reach friendzon engag join convers  forwardsingapor  ,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.26,0.0,0.34,2,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.6369}",0.0,0.659,0.341,0.6369
"MOM will be with Singaporeans every step of the way, in the face of an uncertain global economic environment and inflation. Find out more ⬆️

#COS2023

Infographics: Singapore Ministry of Manpower",#COS2023,,up arrow,en,"MOM will be with Singaporeans every step of the way, in the face of an uncertain global economic environment and inflation. Find out more 

#COS2023

Infographics: Singapore Ministry of Manpower", singaporean everi step  face uncertain global econom environ inflat find  infograph singapor ministri manpow,0.02,0.02,0.02,0.85,0.02,0.02,0.02,0.02,0.02,0.02,3,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",0.145,0.855,0.0,-0.296
"The Assurance Package will help Singaporean households cope with the rise in daily expenses through increased cash payouts, CDC vouchers, U-Save rebates and more.

Visit go.gov.sg/budget-2023 to learn about the support measures for households. 
#SGBudget2023",#SGBudget2023,,,en,"The Assurance Package will help Singaporean households cope with the rise in daily expenses through increased cash payouts, CDC vouchers, U-Save rebates and more.

Visit go.gov.sg/budget-2023 to learn about the support measures for households. 
#SGBudget2023",assur packag help singaporean household cope rise daili expens increas cash payout  voucher  save rebat visit    budget  learn support measur household sgbudget,0.01,0.01,0.01,0.67,0.01,0.24,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8225}",0.0,0.688,0.312,0.8225
"We can’t turn back time and take back water that was wasted. But what we can do today is to renew our commitment to #MakeEveryDropCount💧
.
Every effort, small or large, makes a difference 💙
.
Note: No water was harmed or wasted in the making of this video. This was recycled water which we used to water our thirsty plants 🌱🌼
.
#YearOfClimateAction #MakeEveryDropCountSG #wastenotwantnot #ZeroWaste #ZeroWasteSG #SustainableSG #SaveWater #SingaporeWorldWaterDay #H2O #BYOCutlery #lessplastic #reducewaste
.
📸: minyi",#MakeEveryDropCount #YearOfClimateAction #MakeEveryDropCountSG #wastenotwantnot #ZeroWaste #ZeroWasteSG #SustainableSG #SaveWater #SingaporeWorldWaterDay #H2O #BYOCutlery #lessplastic #reducewaste,,"blue heart, seedling, blossom, camera with flash, droplet",en,"We cant turn back time and take back water that was wasted. But what we can do today is to renew our commitment to #MakeEveryDropCount
.
Every effort, small or large, makes a difference 
.
Note: No water was harmed or wasted in the making of this video. This was recycled water which we used to water our thirsty plants 
.
#YearOfClimateAction #MakeEveryDropCountSG #wastenotwantnot #ZeroWaste #ZeroWasteSG #SustainableSG #SaveWater #SingaporeWorldWaterDay #H2O #BYOCutlery #lessplastic #reducewaste
.
: minyi",cant turn back time take back water wast today renew commit makeeverydropcount everi effort small larg make differ note water harm wast make video recycl water use water thirsti plant yearofclimateact makeeverydropcountsg wastenotwantnot zerowast zerowastesg sustainablesg savewat singaporeworldwaterday  byocutleri lessplast reducewast mini,0.08,0.0,0.23,0.28,0.0,0.0,0.0,0.0,0.23,0.16,3,"{'neg': 0.077, 'neu': 0.875, 'pos': 0.048, 'compound': -0.3182}",0.077,0.875,0.048,-0.3182
"🇸🇬 #GovsgNDP2018 PART C WINNER 🇸🇬
.
We are one Singapore, made up of many talents. Congrats @jade.kerr, you have won yourself a pair of #NDP2018 Actual Day tickets! 🎫🎫",#GovsgNDP2018 #NDP2018,@jade,"flag: Singapore, ticket",en," #GovsgNDP2018 PART C WINNER 
.
We are one Singapore, made up of many talents. Congrats @jade.kerr, you have won yourself a pair of #NDP2018 Actual Day tickets! ", govsgndp part  winner  singapor made mani talent congrat kerr pair  actual  ticket ,0.0,0.0,0.21,0.7,0.0,0.0,0.0,0.0,0.06,0.0,3,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.765}",0.0,0.602,0.398,0.765
"How is Singapore pushing ahead with economic transformation and supporting workers in seizing opportunities?

Find out more at go.gov.sg/presidents-address-2023

#PresidentsAddress2023",#PresidentsAddress2023,,,en,"How is Singapore pushing ahead with economic transformation and supporting workers in seizing opportunities?

Find out more at go.gov.sg/presidents-address-2023

#PresidentsAddress2023",singapor push ahead econom transform support worker seiz opportun find    presid address  presidentsaddress,0.01,0.01,0.71,0.01,0.01,0.01,0.01,0.01,0.01,0.21,1,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.0,0.816,0.184,0.4019
"Read on to find out how we are supporting businesses and Singaporeans to seize opportunities within the digital domain. Find out more: mci.gov.sg/cos2023

#COS2023 #MCICOS2023

Infographics: @singaporemci",#COS2023 #MCICOS2023,@singaporemci,,en,"Read on to find out how we are supporting businesses and Singaporeans to seize opportunities within the digital domain. Find out more: mci.gov.sg/cos2023

#COS2023 #MCICOS2023

Infographics: @singaporemci",read find support busi singaporean seiz opportun within digit domain find      mcico infograph ,0.01,0.01,0.01,0.82,0.01,0.01,0.12,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}",0.0,0.816,0.184,0.4019
"🇸🇬 #GovsgNDP2018 PART A WINNER 🇸🇬
.
This is @miz_yanie ’s beautiful family, and we loved how they included friends and family👨‍👩‍👧‍👦!
.
Congratulations, you have won a pair of #NDP2018 Actual Day tickets! 🎫🎫",#GovsgNDP2018 #NDP2018,@miz_yanie,"flag: Singapore, ticket, family: man, woman, girl, boy",en," #GovsgNDP2018 PART A WINNER 
.
This is @miz_yanie s beautiful family, and we loved how they included friends and family!
.
Congratulations, you have won a pair of #NDP2018 Actual Day tickets! ", govsgndp part winner beauti famili love includ friend famili congratul pair  actual  ticket ,0.02,0.02,0.43,0.02,0.21,0.02,0.02,0.02,0.02,0.22,1,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9042}",0.0,0.472,0.528,0.9042
"From broadening definitions of success, equipping Singaporeans to be future ready, and strengthening assurances for workers - these are some ways we will be creating a more inclusive meritocracy.

Find out more at go.gov.sg/presidents-address-2023

#PresidentsAddress2023",#PresidentsAddress2023,,,en,"From broadening definitions of success, equipping Singaporeans to be future ready, and strengthening assurances for workers - these are some ways we will be creating a more inclusive meritocracy.

Find out more at go.gov.sg/presidents-address-2023

#PresidentsAddress2023",broaden definit success equip singaporean futur readi strengthen assur worker way creat inclus meritocraci find    presid address  presidentsaddress,0.01,0.01,0.39,0.25,0.01,0.01,0.01,0.01,0.32,0.01,1,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7184}",0.0,0.727,0.273,0.7184
"Step 1: Stairs > Elevator
Step 2: < Salt, < Sugar, < Oil
Step 3: Eat well and be well <3
.
On World Health Day, tell us how you stay healthy and keep fit!
.
🎵🤸🏻‍♂️🏋🏽‍♀️🚴🏽‍♀️🎶
.
#HealthForAll #WorldHealthDay #healthiswealth #begoodtoyourself #youarewhatyoueat #eatgoodfeelgood #eathealthy #workout #fitness #fitfam #stairs #legpower #legday #cardio #weights #cycling #gym #workit #NationalStepsChallenge #healthierchoice #govsg #officeolympics #SpringSummerCollection
.
🎼: Bobby B",#HealthForAll #WorldHealthDay #healthiswealth #begoodtoyourself #youarewhatyoueat #eatgoodfeelgood #eathealthy #workout #fitness #fitfam #stairs #legpower #legday #cardio #weights #cycling #gym #workit #NationalStepsChallenge #healthierchoice #govsg #officeolympics #SpringSummerCollection,,"man cartwheeling: light skin tone, musical score, musical notes, woman lifting weights: medium skin tone, musical note, woman biking: medium skin tone",en,"Step 1: Stairs > Elevator
Step 2: < Salt, < Sugar, < Oil
Step 3: Eat well and be well <3
.
On World Health Day, tell us how you stay healthy and keep fit!
.

.
#HealthForAll #WorldHealthDay #healthiswealth #begoodtoyourself #youarewhatyoueat #eatgoodfeelgood #eathealthy #workout #fitness #fitfam #stairs #legpower #legday #cardio #weights #cycling #gym #workit #NationalStepsChallenge #healthierchoice #govsg #officeolympics #SpringSummerCollection
.
: Bobby B",step  stair elev step  salt sugar  step   well well  world health  tell  stay healthi keep  healthforal worldhealthday healthiswealth begoodtoyourself youarewhatyoueat eatgoodfeelgood eathealthi workout fit fitfam stair legpow legday cardio weight cycl  workit nationalstepschalleng healthierchoic govsg officeolymp springsummercollect bobbi ,0.0,0.0,0.11,0.71,0.0,0.0,0.0,0.0,0.0,0.15,3,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6908}",0.0,0.839,0.161,0.6908
"Can you name all the characters on this magical ride? #makeaguess
.
Access a wealth of e-books and magazines for free with the NLB mobile app.
.
Start your reading journey now at http://nlb.gov.sg/static/NLBMobileGuide/
.
#readingnationsg #nationalreadingmovementsg #librarysg #publiclibrarysg #readstagram #readersofinstagram #readstagram #bibliophile #booklover #bookstagram #ebook #ebooks #ereader #readingonthego  #onceuponatime",#makeaguess #readingnationsg #nationalreadingmovementsg #librarysg #publiclibrarysg #readstagram #readersofinstagram #readstagram #bibliophile #booklover #bookstagram #ebook #ebooks #ereader #readingonthego #onceuponatime,,,en,"Can you name all the characters on this magical ride? #makeaguess
.
Access a wealth of e-books and magazines for free with the NLB mobile app.
.
Start your reading journey now at http://nlb.gov.sg/static/NLBMobileGuide/
.
#readingnationsg #nationalreadingmovementsg #librarysg #publiclibrarysg #readstagram #readersofinstagram #readstagram #bibliophile #booklover #bookstagram #ebook #ebooks #ereader #readingonthego  #onceuponatime",name charact magic ride makeaguess access wealth  book magazin free  mobil  start read journey readingnationsg nationalreadingmovementsg librarysg publiclibrarysg readstagram readersofinstagram readstagram bibliophil booklov bookstagram ebook ebook eread readingonthego onceuponatim,0.01,0.01,0.73,0.01,0.21,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7579}",0.0,0.806,0.194,0.7579
"What's the kindest act you've ever received?
.
Happy Kindness Day SG! 🤗💕🌼
.
#kindnesssg #kindnessrocks #kindnessmatters #kindessisfree #kindnesscounts #kindessdaysg",#kindnesssg #kindnessrocks #kindnessmatters #kindessisfree #kindnesscounts #kindessdaysg,,"blossom, two hearts, hugging face",en,"What's the kindest act you've ever received?
.
Happy Kindness Day SG! 
.
#kindnesssg #kindnessrocks #kindnessmatters #kindessisfree #kindnesscounts #kindessdaysg", kindest  ever receiv happi kind   kindnesssg kindnessrock kindnessmatt kindessisfre kindnesscount kindessdaysg,0.01,0.01,0.52,0.01,0.42,0.01,0.01,0.01,0.01,0.01,1,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.5267}",0.0,0.746,0.254,0.5267
"Find out more about MTI's efforts to support Singapore's economy, businesses, and workers to achieve the Singapore Economy 2030 vision. #COS2023 

Infographics: @mti_sg",#COS2023,@mti_sg,,en,"Find out more about MTI's efforts to support Singapore's economy, businesses, and workers to achieve the Singapore Economy 2030 vision. #COS2023 

Infographics: @mti_sg",find   effort support singapor  economi busi worker achiev singapor economi  vision  infograph ,0.0,0.0,0.28,0.61,0.09,0.0,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5719}",0.0,0.68,0.32,0.5719
"#imwithcupid or #stupidcupid?

Catch the ninth episode of #AhBoysHiddenWarfare this Friday to see how the Ah Boys handle love and relationships!

@AhBoysToMen #ahboyshiddenwarfare #sameboysdifferentcompany #dontevergiveup #degu #abtm #ahboystomen #OutfieldToOffice #saveupsavesmart #savefirstthenspend  #stretchyourdollar",#imwithcupid #stupidcupid #AhBoysHiddenWarfare #ahboyshiddenwarfare #sameboysdifferentcompany #dontevergiveup #degu #abtm #ahboystomen #OutfieldToOffice #saveupsavesmart #savefirstthenspend #stretchyourdollar,@AhBoysToMen,,en,"#imwithcupid or #stupidcupid?

Catch the ninth episode of #AhBoysHiddenWarfare this Friday to see how the Ah Boys handle love and relationships!

@AhBoysToMen #ahboyshiddenwarfare #sameboysdifferentcompany #dontevergiveup #degu #abtm #ahboystomen #OutfieldToOffice #saveupsavesmart #savefirstthenspend  #stretchyourdollar", imwithcupid stupidcupid catch ninth episod ahboyshiddenwarfar friday   boy handl love relationship ahboyshiddenwarfar sameboysdifferentcompani dontevergiveup degu abtm ahboystomen outfieldtooffic saveupsavesmart savefirstthenspend stretchyourdollar,0.01,0.01,0.01,0.63,0.01,0.17,0.01,0.01,0.01,0.16,3,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",0.0,0.826,0.174,0.6369
#ForwardSG How can we empower Singaporeans with opportunities and assurance so that they remain relevant and competitive in today's economy? Read more ⬆️,#ForwardSG,,up arrow,en,#ForwardSG How can we empower Singaporeans with opportunities and assurance so that they remain relevant and competitive in today's economy? Read more , forwardsg empow singaporean opportun assur remain relev competit today  economi read,0.0,0.0,0.61,0.0,0.1,0.16,0.0,0.0,0.1,0.0,1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"🇸🇬 Hidden Heroes of #NDP2018
.
😊 Raihan, 14, nEbO: “I’m happy because (as the youngest marcher for the NTUC contingent) I can feel what others feel when they perform. I’m very proud to be in my first NDP together with my Aunt.”
.
🎼Serlin, 14, Combined schools choir: “We rehearse at the Floating Platform from 8am to 10pm. It’s tiring but really fun. I hope everyone in Singapore can live a fulfilling life!”
.
❤ Wahid, 64, Keppel contingent: “I’ve been marching for Keppel since 2004! We practised our drills at Yishun for about 4 months already. I’m very happy, my heart grows huge when I march.”",#NDP2018,,"smiling face with smiling eyes, flag: Singapore, red heart, musical score",en," Hidden Heroes of #NDP2018
.
 Raihan, 14, nEbO: Im happy because (as the youngest marcher for the NTUC contingent) I can feel what others feel when they perform. Im very proud to be in my first NDP together with my Aunt.
.
Serlin, 14, Combined schools choir: We rehearse at the Floating Platform from 8am to 10pm. Its tiring but really fun. I hope everyone in Singapore can live a fulfilling life!
.
 Wahid, 64, Keppel contingent: Ive been marching for Keppel since 2004! We practised our drills at Yishun for about 4 months already. Im very happy, my heart grows huge when I march.",hidden hero  raihan  nebo  happi  youngest marcher ntuc conting feel other feel perform  proud first  togeth aunt serlin  combin school choir rehears float platform   tire realli  hope everyon singapor live fulfil life wahid  keppel conting  march keppel sinc  practis drill yishun  month alreadi  happi heart grow huge march ,0.01,0.01,0.09,0.58,0.29,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.8979}",0.0,0.787,0.213,0.8979
"Battle of the skills: who is a better barber? Taufik or Hisyam? ✂⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
Now’s your chance to catch Taufik Batisah and Hisyam Hamid flaunt their “barbering skills” in person! Join them, Adlina Adil, Fir Rahman, Yuslina Yussof, Sheiryn Aisiqa and the rest of the Gunting crew at this Meet & Greet session.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
@workforcesingapore, @mendakisense and ActiveSG will also be there to share more about their programmes, training courses and how to use your SkillsFuture credits. Bring along your friends and family to Wisma Geylang Serai on 2 June (Sat) at 1.30pm. .
Don’t forget to bring home the exclusive Gunting green packets too. See you there!⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
Can’t make it down? We are going live at facebook.com/gov.sg around 3 pm. Catch the exclusive stories right here. Don’t miss out!⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
#GuntingTheSeries #akandatang #jomkeWGS #jomdatang #acutabovetherest #dappercrew #taufikbatisah #hisyamhamid #gentleman #dapperstyle #gentlemensclub #gentlemenstyle #gentlemanbarbershop #SalihinNSons #squadgoals #dappermen #hairstylemen #hairstlye #hairstylist #barber💈#barbershop #singapore🇸🇬 #singapore",#GuntingTheSeries #akandatang #jomkeWGS #jomdatang #acutabovetherest #dappercrew #taufikbatisah #hisyamhamid #gentleman #dapperstyle #gentlemensclub #gentlemenstyle #gentlemanbarbershop #SalihinNSons #squadgoals #dappermen #hairstylemen #hairstlye #hairstylist #barber #barbershop #singapore #singapore,@workforcesingapore @mendakisense,"scissors, flag: Singapore, barber pole",en,"Battle of the skills: who is a better barber? Taufik or Hisyam? 
.
Nows your chance to catch Taufik Batisah and Hisyam Hamid flaunt their barbering skills in person! Join them, Adlina Adil, Fir Rahman, Yuslina Yussof, Sheiryn Aisiqa and the rest of the Gunting crew at this Meet & Greet session.
.
@workforcesingapore, @mendakisense and ActiveSG will also be there to share more about their programmes, training courses and how to use your SkillsFuture credits. Bring along your friends and family to Wisma Geylang Serai on 2 June (Sat) at 1.30pm. .
Dont forget to bring home the exclusive Gunting green packets too. See you there!
.
Cant make it down? We are going live at facebook.com/gov.sg around 3 pm. Catch the exclusive stories right here. Dont miss out!
.
#GuntingTheSeries #akandatang #jomkeWGS #jomdatang #acutabovetherest #dappercrew #taufikbatisah #hisyamhamid #gentleman #dapperstyle #gentlemensclub #gentlemenstyle #gentlemanbarbershop #SalihinNSons #squadgoals #dappermen #hairstylemen #hairstlye #hairstylist #barber#barbershop #singapore #singapore",battl skill better barber taufik hisyam now chanc catch taufik batisah hisyam hamid flaunt barber skill person join adlina adil  rahman yuslina yussof sheiryn aisiqa rest gunt crew meet greet session activesg also share programm train cours  skillsfutur credit bring along friend famili wisma geylang serai  june    dont forget bring home exclus gunt green packet   cant make go live facebook    around   catch exclus stori right dont miss  guntingtheseri akandatang jomkewg jomdatang acutabovetherest dappercrew taufikbatisah hisyamhamid gentleman dapperstyl gentlemensclub gentlemenstyl gentlemanbarbershop salihinnson squadgoal dappermen hairstylemen hairstly hairstylist barber barbershop singapor singapor,0.0,0.0,0.0,0.87,0.0,0.09,0.0,0.0,0.0,0.0,3,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.9383}",0.0,0.816,0.184,0.9383
"#ICYMI We will invest in our digital infrastructure to ensure Singaporeans have continued access to quality digital services and content. 

Learn more: mci.gov.sg/cos2023

#COS2023 #MCICOS2023

Infographics: @singaporemci",#ICYMI #COS2023 #MCICOS2023,@singaporemci,,en,"#ICYMI We will invest in our digital infrastructure to ensure Singaporeans have continued access to quality digital services and content. 

Learn more: mci.gov.sg/cos2023

#COS2023 #MCICOS2023

Infographics: @singaporemci", icymi invest digit infrastructur ensur singaporean continu access qualiti digit servic content learn      mcico infograph ,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.8,8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"A SONG FOR SINGAPORE 🇸🇬
.
29 Contestants🎤🎶
5 Fun Pack Winners🛍️
3 NDP Tickets Winners🎫
1 Tribute to Singapore🇸🇬
.
Watch this #mashup of our #GovsgNDP2018 Instagram contestants presenting a melodious tribute to our nation - and winning exclusive Gov.sg goodies in the process!
.
Stay tuned to @Gov.sg for more contests and exclusive giveaways!",#mashup #GovsgNDP2018,@Gov,"flag: Singapore, shopping bags, musical notes, microphone, ticket",en,"A SONG FOR SINGAPORE 
.
29 Contestants
5 Fun Pack Winners
3 NDP Tickets Winners
1 Tribute to Singapore
.
Watch this #mashup of our #GovsgNDP2018 Instagram contestants presenting a melodious tribute to our nation - and winning exclusive Gov.sg goodies in the process!
.
Stay tuned to @Gov.sg for more contests and exclusive giveaways!",song singapor  contest   pack winner   ticket winner  tribut singapor watch mashup govsgndp instagram contest present melodi tribut nation win exclus   goodi process stay tune  contest exclus giveaway ,0.01,0.01,0.01,0.92,0.01,0.01,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.9081}",0.0,0.678,0.322,0.9081
"Protection from Online Falsehoods and Manipulation Act (POFMA) - Minister Shanmugam said that the process for challenging a Minister's decision to correct or take down a falsehood will be ""fast and simplified"".
.
The court can hear appeals as early as 9 days after the challenge.
.
Swipe right for an overview of the process!",,,,en,"Protection from Online Falsehoods and Manipulation Act (POFMA) - Minister Shanmugam said that the process for challenging a Minister's decision to correct or take down a falsehood will be ""fast and simplified"".
.
The court can hear appeals as early as 9 days after the challenge.
.
Swipe right for an overview of the process!",protect onlin falsehood manipul  pofma minist shanmugam said process challeng minist  decis correct take falsehood fast simplifi court hear appeal earli  day challeng swipe right overview process ,0.0,0.0,0.54,0.14,0.0,0.0,0.05,0.0,0.0,0.25,1,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3818}",0.0,0.909,0.091,0.3818
"Polyclinics aren’t just for when you’re sick with a cough and cold. Swipe left to learn more about some of the other services available there! 💊💊💊
.
Read the full article at sg.sg/polyclinics
.
#AffordableHealthcare #Polyclinics #SmokingCessationProgramme #TelecareProgramme #FamilyPlanning #Technologies",#AffordableHealthcare #Polyclinics #SmokingCessationProgramme #TelecareProgramme #FamilyPlanning #Technologies,,pill,en,"Polyclinics arent just for when youre sick with a cough and cold. Swipe left to learn more about some of the other services available there! 
.
Read the full article at sg.sg/polyclinics
.
#AffordableHealthcare #Polyclinics #SmokingCessationProgramme #TelecareProgramme #FamilyPlanning #Technologies",polyclin arent your sick cough cold swipe left learn servic avail read full articl   polyclin affordablehealthcar polyclin smokingcessationprogramm telecareprogramm familyplan technolog,0.01,0.01,0.01,0.67,0.01,0.28,0.01,0.01,0.01,0.01,3,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4023}",0.0,0.881,0.119,0.4023
